character,sign,node,isImposterBranch,line_id,text
Anxiety,AURAPHOTO,Anxiety_Photo,False,line:Anxiety_Photo_0f11148,Anxiety: Maybe... Maybe I already kill people?
Anxiety,AURAPHOTO,Anxiety_Photo,False,line:Anxiety_Photo_0406a0e,Anxiety: ...
Anxiety,ARMPIT,Anxiety_Armpit,False,line:Anxiety_Armpit_0af5fc4,Anxiety: Just like those Visitors back home...
Anxiety,ARMPIT,Anxiety_Armpit,False,line:Anxiety_Armpit_0a0ea04,"Anxiety: ...Sorry, it was a horrible experience. I'll show you."
Anxiety,ARMPIT,Anxiety_Armpit,False,line:Anxiety_Armpit_02cd238,Anxiety: ...
Anxiety,EAR,Anxiety_Ears,False,line:Anxiety_Ears_0df1bae,Anxiety: Wh-Why are there so many signs?
Anxiety,EAR,Anxiety_Ears,False,line:Anxiety_Ears_0f7b04e,Anxiety: WHY DO I FIT EVERY SINGLE ONE OF THEM?! HAHAHA!
Anxiety,EAR,Anxiety_Ears,False,line:Anxiety_Ears_0577d53,Anxiety: ...
Bald,EYE,Bald_Eyes,False,line:Bald_Eyes_0f27462,"Bald: You probably noticed, I’ve got this crappy thing on my eye."
Bald,EYE,Bald_Eyes,False,line:Bald_Eyes_097c95a,Bald: …
Bald,HANDS,Bald_Hands,True,line:Bald_Hands_047bfdf,"Bald: I've, uh…got eczema. That’s why there’s a bandage on my arm."
Bald,HANDS,Bald_Hands,True,line:Bald_Hands_0468805,Bald: …
Bald,TEETH,Bald_Teeth,False,line:Bald_Teeth_0682b1d,Bald: Uh…sure. I smoke sometimes. Hope I don’t stink too much.
Bald,TEETH,Bald_Teeth,False,line:Bald_Teeth_01127b1,Bald: …
Bald,AURAPHOTO,Bald_Photo,False,line:Bald_Photo_0b444c9,"Bald: Oh, I love that. Roll camera!"
Bald,AURAPHOTO,Bald_Photo,False,line:Bald_Photo_0b21761,Bald: …
Bald,ARMPIT,Bald_Armpit,True,line:Bald_Armpit_0bff792,"Bald: Don’t freak out, alright?"
Bald,ARMPIT,Bald_Armpit,True,line:Bald_Armpit_0c176bd,Bald: …
Bald,ARMPIT,Bald_Armpit,True,line:Bald_Armpit_041c7d2,"Bald: It’s just another skin thing. See? I’m bald, and I’ve got patches like that all over."
Bald,ARMPIT,Bald_Armpit,True,line:Bald_Armpit_0830f11,"Bald: Shit, I haven’t showered in forever. My bad."
Bald,ARMPIT,Bald_Armpit,True,line:Bald_Armpit_021a31e,Bald: …
Bald,EAR,Bald_Ears,False,line:Bald_Ears_01d466a,"Bald: Yeah, sure thing."
Bald,EAR,Bald_Ears,False,line:Bald_Ears_0c42e60,Bald: …
Ballerina,EYE,Ballerina_Eyes,False,line:Ballerina_Eyes_0ba8378,"Ballerina: Aaaaah, now to most interesting part."
Ballerina,EYE,Ballerina_Eyes,False,line:Ballerina_Eyes_0d49e38,Ballerina: I have things written in pupils. See...?
Ballerina,EYE,Ballerina_Eyes,False,line:Ballerina_Eyes_0ecf009,Ballerina: ...
Ballerina,HANDS,Ballerina_Hands,False,line:Ballerina_Hands_060e4e4,Ballerina: So what?
Ballerina,HANDS,Ballerina_Hands,False,line:Ballerina_Hands_00c042e,Ballerina: I dance. Why interrupt to look at dancey hands?
Ballerina,HANDS,Ballerina_Hands,False,line:Ballerina_Hands_03cd050,Ballerina: ...
Ballerina,TEETH,Ballerina_Teeth,False,line:Ballerina_Teeth_018d631,Ballerina: Teeth?
Ballerina,TEETH,Ballerina_Teeth,False,line:Ballerina_Teeth_034e1cf,Ballerina: You chew up what conscience leaves behind?
Ballerina,TEETH,Ballerina_Teeth,False,line:Ballerina_Teeth_07cf1fb,Ballerina: ...
Ballerina,AURAPHOTO,Ballerina_Photo,False,line:Ballerina_Photo_066c216,Ballerina: What is? I do not know.
Ballerina,AURAPHOTO,Ballerina_Photo,False,line:Ballerina_Photo_0d12a9a,Ballerina: Time to try.
Ballerina,AURAPHOTO,Ballerina_Photo,False,line:Ballerina_Photo_05bc0bb,Ballerina: ...
Ballerina,ARMPIT,Ballerina_Armpit,False,line:Ballerina_Armpit_043425f,Ballerina: HAHAHAHA! Stare. Sniff. What else?
Ballerina,ARMPIT,Ballerina_Armpit,False,line:Ballerina_Armpit_08d9312,Ballerina: ...
Ballerina,EAR,Ballerina_Ears,False,line:Ballerina_Ears_03604e9,"Ballerina: Ahhh, good sign."
Ballerina,EAR,Ballerina_Ears,False,line:Ballerina_Ears_05ef528,Ballerina: ...
Bestson,EYE,Bestson_Eyes,True,line:Bestson_Eyes_04ab7f5,Bestson: Huh? What about them?
Bestson,EYE,Bestson_Eyes,True,line:Bestson_Eyes_01d3f00,Bestson: …
Bestson,HANDS,Bestson_Hands,True,line:Bestson_Hands_0e219a7,"Bestson: Oh... Well, okay..."
Bestson,HANDS,Bestson_Hands,True,line:Bestson_Hands_074a187,Bestson: …
Bestson,TEETH,Bestson_Teeth,True,line:Bestson_Teeth_07feb4a,Bestson: Oh... Is it really that bad? Well...okay...
Bestson,TEETH,Bestson_Teeth,True,line:Bestson_Teeth_0466b50,Bestson: …
Bestson,AURAPHOTO,Bestson_Photo,False,line:Bestson_Photo_0273242,"Bestson: You wanna take a picture? Well...okay. Just...tell me that everything's fine afterwards, okay?"
Bestson,AURAPHOTO,Bestson_Photo,False,line:Bestson_Photo_03ed4b8,Bestson: …
Bestson,ARMPIT,Bestson_Armpit,True,line:Bestson_Armpit_000dfa0,"Bestson: Uh... Well, okay..."
Bestson,ARMPIT,Bestson_Armpit,True,line:Bestson_Armpit_063a4c6,Bestson: …
Bestson,EAR,Bestson_Ears,False,line:Bestson_Ears_0be7814,Bestson: Huh? Well...okay...
Bestson,EAR,Bestson_Ears,False,line:Bestson_Ears_07013da,Bestson: …
BigLebowski,EYE,BigLebowski_Eyes,False,line:BigLebowski_Eyes_01970dc,BigLebowski: Watch those hands. One wrong move and you're losing an eye.
BigLebowski,EYE,BigLebowski_Eyes,False,line:BigLebowski_Eyes_0effe55,BigLebowski: ...
BigLebowski,HANDS,BigLebowski_Hands,True,line:BigLebowski_Hands_026864f,BigLebowski: Hm...
BigLebowski,HANDS,BigLebowski_Hands,True,line:BigLebowski_Hands_088a3e3,"BigLebowski: Whatever. Just don't freak out, alright?"
BigLebowski,HANDS,BigLebowski_Hands,True,line:BigLebowski_Hands_07d7ea8,BigLebowski: ...
BigLebowski,HANDS,BigLebowski_Hands,True,line:BigLebowski_Hands_01adcbb,BigLebowski: It's an allergic reaction. I break out in itchy rashes. Nasty stuff. Had it since I was a lil kid.
BigLebowski,HANDS,BigLebowski_Hands,True,line:BigLebowski_Hands_0d1c23a,BigLebowski: Here.
BigLebowski,HANDS,BigLebowski_Hands,True,line:BigLebowski_Hands_059f39a,BigLebowski: ...
BigLebowski,TEETH,BigLebowski_Teeth,True,line:BigLebowski_Teeth_0c889b9,"BigLebowski: Weird thing to ask. And hey, you try anything and I'll bust your face in. For real."
BigLebowski,TEETH,BigLebowski_Teeth,True,line:BigLebowski_Teeth_0b71b83,BigLebowski: ...
BigLebowski,AURAPHOTO,BigLebowski_Photo,False,line:BigLebowski_Photo_07ea442,BigLebowski: ...
BigLebowski,AURAPHOTO,BigLebowski_Photo,False,line:BigLebowski_Photo_007f361,"BigLebowski: If you're planning on sending this photo somewhere to help my parents track me down, you can fuck right off."
BigLebowski,AURAPHOTO,BigLebowski_Photo,False,line:BigLebowski_Photo_00818ec,BigLebowski: ...
BigLebowski,EAR,BigLebowski_Ears,True,line:BigLebowski_Ears_080e67b,BigLebowski: Urgh. Whatever. I don't care.
BigLebowski,EAR,BigLebowski_Ears,True,line:BigLebowski_Ears_0140d7b,BigLebowski: ...
Blind,EYE,Blind_Eyes,False,line:Blind_Eyes_0607280,Blind: Hahahaha... Nothing unusual here!
Blind,EYE,Blind_Eyes,False,line:Blind_Eyes_03fbc06,Blind: ...
Blind,HANDS,Blind_Hands,False,line:Blind_Hands_07b48bd,Blind: Are they moving?
Blind,HANDS,Blind_Hands,False,line:Blind_Hands_0a1165a,Blind: ...
Blind,TEETH,Blind_Teeth,False,line:Blind_Teeth_04c571e,Blind: By the way...they are the last witnesses.
Blind,TEETH,Blind_Teeth,False,line:Blind_Teeth_0b8c49c,Blind: ...
Blind,AURAPHOTO,Blind_Photo,False,line:Blind_Photo_0bb91a7,"Blind: Go ahead, use the flash. I don't care."
Blind,AURAPHOTO,Blind_Photo,False,line:Blind_Photo_0bd8603,Blind: ...
Blind,ARMPIT,Blind_Armpit,False,line:Blind_Armpit_009d9d4,Blind: Funny.
Blind,ARMPIT,Blind_Armpit,False,line:Blind_Armpit_02e7552,Blind: ...
Blind,EAR,Blind_Ears,False,line:Blind_Ears_00b8a51,Blind: Did you hear that?
Blind,EAR,Blind_Ears,False,line:Blind_Ears_0f3dc74,Blind: ...
Buddy,EYE,Buddy_Eyes,False,line:Buddy_Eyes_018de8d,"Buddy: Sure, take a look."
Buddy,EYE,Buddy_Eyes,False,line:Buddy_Eyes_050d3ee,Buddy: …
Buddy,EYE,Fatman_Eyes,True,line:Fatman_Eyes_06d38ce,"Fatman: Yeah, yeah, hold on..."
Buddy,EYE,Fatman_Eyes,True,line:Fatman_Eyes_0efd0d8,Fatman: ...
Buddy,HANDS,Buddy_Hands,True,line:Buddy_Hands_0086de5,"Buddy: Here, take a look..."
Buddy,HANDS,Buddy_Hands,True,line:Buddy_Hands_0713bea,Buddy: …
Buddy,HANDS,Fatman_Hands,False,line:Fatman_Hands_0ff0cec,Fatman: Take a good look...
Buddy,HANDS,Fatman_Hands,False,line:Fatman_Hands_022152d,Fatman: …
Buddy,TEETH,Buddy_Teeth,False,line:Buddy_Teeth_0fa8546,"Buddy: Yep, take a look..."
Buddy,TEETH,Buddy_Teeth,False,line:Buddy_Teeth_0c490c8,Buddy: ...
Buddy,AURAPHOTO,Buddy_Photo,False,line:Buddy_Photo_066ef22,"Buddy: Ah. Alright, snap a pic if you gotta."
Buddy,AURAPHOTO,Buddy_Photo,False,line:Buddy_Photo_040fae3,Buddy: …
Buddy,ARMPIT,Buddy_Armpit,False,line:Buddy_Armpit_0e6e420,"Buddy: Uh, buddy... You sure about this? I mean, go ahead."
Buddy,ARMPIT,Buddy_Armpit,False,line:Buddy_Armpit_0f1af7a,Buddy: …
Buddy,EAR,Buddy_Ears,False,line:Buddy_Ears_0ac6626,"Buddy: Here they are... Just plain ol' ears, nothin' fancy."
Buddy,EAR,Buddy_Ears,False,line:Buddy_Ears_0304fae,Buddy: …
Buddy,EAR,Fatman_Ears,False,line:Fatman_Ears_0bea36b,Fatman: Nothing to see there...
Buddy,EAR,Fatman_Ears,False,line:Fatman_Ears_00c6c80,Fatman: …
Cold,EYE,Cold_Eyes,False,line:Cold_Eyes_083cc02,"Cold: Now... Eyes are a window to hell, not to the s-soul."
Cold,EYE,Cold_Eyes,False,line:Cold_Eyes_00ae88d,Cold: My soul b-burned out long ago. Maybe that's why I'm so c-c-cold.
Cold,EYE,Cold_Eyes,False,line:Cold_Eyes_0a48646,Cold: ...
Cold,HANDS,Cold_Hands,False,line:Cold_Hands_0967f38,"Cold: N-Nails? Sure, I'll show you."
Cold,HANDS,Cold_Hands,False,line:Cold_Hands_0eea474,Cold: Hm. I t-tore them all off.
Cold,HANDS,Cold_Hands,False,line:Cold_Hands_016281d,"Cold: Still, you can t-take a look."
Cold,HANDS,Cold_Hands,False,line:Cold_Hands_0f55709,Cold: ...
Cold,TEETH,Cold_Teeth,False,line:Cold_Teeth_03cbefb,"Cold: Mm, t-t-teeth?"
Cold,TEETH,Cold_Teeth,False,line:Cold_Teeth_0a6538e,Cold: Sure... T-Take a look.
Cold,TEETH,Cold_Teeth,False,line:Cold_Teeth_0d30991,Cold: ...
Cold,AURAPHOTO,Cold_Photo,False,line:Cold_Photo_0838d7b,Cold: What does a photograph p-prove?
Cold,AURAPHOTO,Cold_Photo,False,line:Cold_Photo_0e76fbc,Cold: Does it not s-seem strange to you?
Cold,AURAPHOTO,Cold_Photo,False,line:Cold_Photo_0c3172f,Cold: B-B-But...it's not up to me. Is it?
Cold,AURAPHOTO,Cold_Photo,False,line:Cold_Photo_00a8b4f,Cold: ...
Cold,ARMPIT,Cold_Armpit,False,line:Cold_Armpit_0e44be9,Cold: Mm...
Cold,ARMPIT,Cold_Armpit,False,line:Cold_Armpit_0b4af68,Cold: I... I need a m-moment.
Cold,ARMPIT,Cold_Armpit,False,line:Cold_Armpit_06ec859,Cold: J-Just...
Cold,ARMPIT,Cold_Armpit,False,line:Cold_Armpit_068ca44,Cold: ...Now. Look. Q-Quickly.
Cold,ARMPIT,Cold_Armpit,False,line:Cold_Armpit_018f45c,Cold: ...
Cold,EAR,Cold_Ears,False,line:Cold_Ears_06b59e8,Cold: Our b-bodies are nothing but holes.
Cold,EAR,Cold_Ears,False,line:Cold_Ears_080557d,Cold: Maybe that's why p-p-people vanish so easily? S-Swallowed up the moment you turn away.
Cold,EAR,Cold_Ears,False,line:Cold_Ears_0d082da,Cold: ...
Couple,EYE,Couple_Eyes,False,line:Couple_Eyes_0d65c54,"Couple: Sure, show me yours and I'll show you mine!"
Couple,EYE,Couple_Eyes,False,line:Couple_Eyes_0b97b2b,"Couple: Sorry... I'm a little nervous... But who wouldn't be? Being tested is terrifying, even when you've got nothing to hide."
Couple,EYE,Couple_Eyes,False,line:Couple_Eyes_0bcc40a,Couple: ...
Couple,HANDS,Couple_Hands,True,line:Couple_Hands_0b31ec5,"Couple: Yepadoodle! My wife and I keep clean, don't we, honey?"
Couple,HANDS,Couple_Hands,True,line:Couple_Hands_061efcf,Couple: ...
Couple,TEETH,Couple_Teeth,False,line:Couple_Teeth_0cd96bc,"Couple: To protect the ones you love, sometimes you gotta sink your teeth into life, haha."
Couple,TEETH,Couple_Teeth,False,line:Couple_Teeth_0a1a0ce,Couple: ...
Couple,AURAPHOTO,Couple_Photo,False,line:Couple_Photo_026b1b7,Couple: But... I guess that might give you reason to suspect us.
Couple,AURAPHOTO,Couple_Photo,False,line:Couple_Photo_036f144,"Couple: Hold on, let me think..."
Couple,AURAPHOTO,Couple_Photo,False,line:Couple_Photo_016db2b,Couple: ...
Couple,AURAPHOTO,Couple_Photo,False,line:Couple_Photo_034d891,Couple: Fine. Take the damn picture. But I get to keep it after.
Couple,AURAPHOTO,Couple_Photo,False,line:Couple_Photo_0eeb804,Couple: ...
Couple,ARMPIT,Couple_Armpit,True,line:Couple_Armpit_03f4403,"Couple: Oh, no, no, no. I'll be the only one showing you those, buster!"
Couple,ARMPIT,Couple_Armpit,True,line:Couple_Armpit_0410460,Couple: ...
Couple,EAR,Couple_Ears,True,line:Couple_Ears_002d8ed,Couple: I don't see how that has anything to do with the Visitors.
Couple,EAR,Couple_Ears,True,line:Couple_Ears_0c36835,"Couple: But sure, I've got nothing to hide. Here."
Couple,EAR,Couple_Ears,True,line:Couple_Ears_0c00c3f,Couple: ...
Couple,EAR,Couple_Ears,True,line:Couple_Ears_0d90b24,Couple: And? What do you see?
Couple,EAR,Couple_Ears,True,line:Couple_Ears_039e960,"Couple: Honey, you ever hear anything about ears being a sign of a Visitor? Quiet as a mouse, you are!"
Couple,EAR,Couple_Ears,True,line:Couple_Ears_0cb0d6b,"Couple: Oh, really? Hm. I see... Okay."
Couple,EAR,Couple_Ears,True,line:Couple_Ears_017f5fe,Couple: ...
CultistOne,EYE,Cultist1_Eyes,False,line:Cultist1_Eyes_07aa212,Cultist1: ...
CultistOne,EYE,Cultist1_Eyes,False,line:Cultist1_Eyes_0330f69,Cultist1: ...
CultistOne,HANDS,Cultist1_Hands,False,line:Cultist1_Hands_0e78f96,Cultist1: ...
CultistOne,HANDS,Cultist1_Hands,False,line:Cultist1_Hands_01f2281,Cultist1: ...
CultistOne,TEETH,Cultist1_Teeth,False,line:Cultist1_Teeth_0a23e8d,Cultist1: ...
CultistOne,TEETH,Cultist1_Teeth,False,line:Cultist1_Teeth_0096727,Cultist1: ...
CultistOne,AURAPHOTO,Cultist1_Photo,False,line:Cultist1_Photo_0e1a928,Cultist1: ...
CultistOne,AURAPHOTO,Cultist1_Photo,False,line:Cultist1_Photo_0147428,Cultist1: If that is what you decree.
CultistOne,AURAPHOTO,Cultist1_Photo,False,line:Cultist1_Photo_0cb7dbb,Cultist1: ...
CultistOne,ARMPIT,Cultist1_Armpit,False,line:Cultist1_Armpit_030ef2f,Cultist1: ...
CultistOne,ARMPIT,Cultist1_Armpit,False,line:Cultist1_Armpit_0567335,Cultist1: ...
CultistOne,EAR,Cultist1_Ears,False,line:Cultist1_Ears_0d73801,Cultist1: ...
CultistOne,EAR,Cultist1_Ears,False,line:Cultist1_Ears_0308e5e,Cultist1: ...
CultistThree,EYE,Cultist3_Eyes,False,line:Cultist3_Eyes_08e1515,Cultist3: These eyes of mine now hardly see.
CultistThree,EYE,Cultist3_Eyes,False,line:Cultist3_Eyes_0e857be,Cultist3: ...
CultistThree,HANDS,Cultist3_Hands,False,line:Cultist3_Hands_07dd8e7,Cultist3: These make us look like the Outsiders.
CultistThree,HANDS,Cultist3_Hands,False,line:Cultist3_Hands_0f762c5,Cultist3: ...
CultistThree,TEETH,Cultist3_Teeth,False,line:Cultist3_Teeth_0db061a,Cultist3: Amusing how the lower and upper jaws can be so different.
CultistThree,TEETH,Cultist3_Teeth,False,line:Cultist3_Teeth_06b4d22,Cultist3: ...
CultistThree,AURAPHOTO,Cultist3_Photo,False,line:Cultist3_Photo_0c4accf,Cultist3: ...
CultistThree,AURAPHOTO,Cultist3_Photo,False,line:Cultist3_Photo_0a93a28,Cultist3: ...
CultistThree,ARMPIT,Cultist3_Armpit,False,line:Cultist3_Armpit_0ebefd9,Cultist3: I shall attempt to shift my robe. Please be patient.
CultistThree,ARMPIT,Cultist3_Armpit,False,line:Cultist3_Armpit_0327d80,Cultist3: ...
CultistThree,EAR,Cultist3_Ears,False,line:Cultist3_Ears_0f3086c,Cultist3: ...
CultistThree,EAR,Cultist3_Ears,False,line:Cultist3_Ears_07b012c,Cultist3: ...
CultistTwo,EYE,Cultist2_Eyes,False,line:Cultist2_Eyes_0144eb6,Cultist2: Sleep lays beyond our reach.
CultistTwo,EYE,Cultist2_Eyes,False,line:Cultist2_Eyes_0181923,Cultist2: ...
CultistTwo,HANDS,Cultist2_Hands,False,line:Cultist2_Hands_0565b87,Cultist2: ...
CultistTwo,HANDS,Cultist2_Hands,False,line:Cultist2_Hands_022eb07,Cultist2: ...
CultistTwo,TEETH,Cultist2_Teeth,False,line:Cultist2_Teeth_01b951e,Cultist2: But of course.
CultistTwo,TEETH,Cultist2_Teeth,False,line:Cultist2_Teeth_041707e,Cultist2: Crooked as a soul...and perhaps larger than advisable.
CultistTwo,TEETH,Cultist2_Teeth,False,line:Cultist2_Teeth_05fddfc,Cultist2: ...
CultistTwo,AURAPHOTO,Cultist2_Photo,False,line:Cultist2_Photo_0344f61,Cultist2: A picture...? This is new.
CultistTwo,AURAPHOTO,Cultist2_Photo,False,line:Cultist2_Photo_073396f,Cultist2: I find myself feeling...uneasy.
CultistTwo,AURAPHOTO,Cultist2_Photo,False,line:Cultist2_Photo_0b17cac,Cultist2: ...
CultistTwo,ARMPIT,Cultist2_Armpit,False,line:Cultist2_Armpit_00d9cd8,Cultist2: ...
CultistTwo,ARMPIT,Cultist2_Armpit,False,line:Cultist2_Armpit_01cf4ea,Cultist2: ...
CultistTwo,EAR,Cultist2_Ears,False,line:Cultist2_Ears_0df809b,Cultist2: ...
CultistTwo,EAR,Cultist2_Ears,False,line:Cultist2_Ears_08c4dee,Cultist2: ...
Daughter,EYE,Daughter_Eyes,False,line:Daughter_Eyes_081c02f,Daughter: You're gonna look inside my eyes?
Daughter,EYE,Daughter_Eyes,False,line:Daughter_Eyes_0707f88,Daughter: Will you see what I'm thinking about?
Daughter,EYE,Daughter_Eyes,False,line:Daughter_Eyes_09241b2,"Daughter: In that case, I'll make sure to think really carefully, don't worry."
Daughter,EYE,Daughter_Eyes,False,line:Daughter_Eyes_0b93d66,Daughter: ...
Daughter,HANDS,Daughter_Hands,False,line:Daughter_Hands_069c6f0,Daughter: I can cut my own nails already.
Daughter,HANDS,Daughter_Hands,False,line:Daughter_Hands_0501f2e,Daughter: I'm not very good at it yet...
Daughter,HANDS,Daughter_Hands,False,line:Daughter_Hands_0eb8e48,Daughter: Look. See!
Daughter,HANDS,Daughter_Hands,False,line:Daughter_Hands_0f57559,Daughter: ...
Daughter,TEETH,Daughter_Teeth,False,line:Daughter_Teeth_0edf43e,Daughter: My teeth? You want me to show you my teeth?
Daughter,TEETH,Daughter_Teeth,False,line:Daughter_Teeth_04b3012,Daughter: Why? I still have some baby teeth. Dad said...
Daughter,TEETH,Daughter_Teeth,False,line:Daughter_Teeth_0cdf7d4,Daughter: I'm not gonna cry anymore.
